Script Name,Character Names
Big White_ The.txt,"CORPORAL, PAUL, AVIS, BULLY, HOWARD, MRS. WHERRY (O.S.), PAPERBOY, DAVE'S WIFE, GARY (O.S.), ARNITH, MARGARET (V.O.), SPELLMAN, TED (O.S.), PAUL (O.S.), PIZZA GUY, RAYMOND (O.S.), CAM, DAVE, MRS. WHERRY, BILL, ARNITH (O.S.), TIFFANY, MAN'S VOICE (O.S.), AVIS (O.S.), MAN'S VOICE, RAYMOND, JIMBO, FEMALE COP, ADHOPHI..., WOMAN CALLER (O.S.), MARGARET, JIMBO (O.S.), TV REPORTER, PAUL (MUFFLED), THE BIG WHITE, BRANCH, EDWARD G. ROBINSON, GIRL, TEENAGER, MARGARET (O.S.), NEPHEW, DETECTIVE BOYLE, TED, MINISTER, HAIR STYLIST, GARY, RADIO HOST (O.S.)"
Big.txt,"DAD, PAUL, DARIN, SCOTT, BILLY, MAN, KID#2, BOY, DRIVER, BILLY &, CYNTHIA, POLICE, KID#1, JOSH, SUSAN, MOM, WOMAN, MR. M, REALTOR, COACH"
Birdman.txt,"JAKE, GABRIEL, RALPH, ANNIE ON SPEAKERS, HAN, TABITHA, LAURA (O.S.), BIRDMAN, MAN, BIRDMAN (V.O.), KID, ANNIE, RIGGAN, LAURA, TECHNICIAN, SYLVIA (O.S.), SAM, A GUY'S VOICE (O.S.), MIKE (O.S.), RIGGAN, MR. ROTH, JAKE, BIRDMAN (V.O), KOREAN, GUY, TABITHA, MAN'S VOICE, MIKE, GABRIEL, LADY, KID #2, DRESSER, RALPH, MAN (V.O.), SAM, CREW MEMBER, MIKE, HOST, BARTENDER, OLD USHER, BLOND WOMAN, SYLVIA, WOMAN ON STREET, BIRDMAN (O.S.), LADY (O.S.), CREW MEMBER�, WAITER, BIRDMAN, SYLVIA, STAGE HAND�, ANNIE, WOMAN, GOOD NEIGHBOR, USHER, LAURA, STAGE HAND, RIGGAN (O.S.), A VOICE, MAN (O.C.), RIGGAN (O.S), WAITER, TOURIST, LESLIE, TOURIST, CLARA, RIGGAN (O.S.), SYLVIA, BARTENDER, MAN ON STREET, CROWD, GUY, MIKE (O.S.), KID #1, JAKE (O.S.), LADY, HUSBAND, LARRY, LESLEY, LARRY"
Birds_ The.txt,"SAM, LITTLE BOY, MELANIE, MITCH, LYDIA, MRS. BUNDY, ANNIE, CATHY, CLERK, LYDIA, SHOLES, BOY, MRS. MACGRUDER, DEKE, BRENNER, M. 3B, FARMHAND, DRUNK, MALONE, FISHERMAN, HELEN, CATHY, GIRL #2, ANNIE, POSTAL CLERK, WOMAN, GIRL #4"
Birthday Girl.txt,"YURI, NADIA, JOHN, BRANCH MANAGER, SOPHIA, MOSELEY, CLARE, SERGEANT, ALEXEI, POLICE 1, WAITRESS, TRAINER, POLICEMAN, POLICE 2"
BlacKkKlansman.txt,"WHEATON, ODETTA, RON STALLWORTH, IVANHOE, CHIEF BRIDGES, LANDERS, CONNIE, PATRICE, WALKER, FELIX, FLIP, JEROME TURNER, DEVIN DAVIS, AGENT Y, CSPD OFFICER BRICKHOUSE, OFFICER MULANEY, PLEASANT MAN, JOSH, MR. TURRENTINE, OFFICER CINCER, SGT. TRAPP, BUTCH, KWAME TURE, JESSE, JIMMY, BLACK MASS, CLOSE - KWAME, BEAUREGARD- KLAN NARRATOR, WALTER BREACHWAY, CSPD OFFICER MYERS"
Black Dahlia_ The.txt,"SHERYL, SECRETARY, RED MANLEY, ELIZABETH SHORT, BUCKY, LINDA MARTIN, JOHNNY VOGEL, RAMONA, OFFICER, MADELEINE, BARTENDER, CAPTAIN JACK, HARRY SEARS, MARTHA, DOLPHINE, DOLPH, MAN #2, FRITZIE, OLD MAN, KOENIG, EMMETT SPRAGUE, ELLIS LOEW, FAY, MILLARD, PETE, KAY, BOY, BRUNO, HARRY, JANE CHAMBERS, CLEO SHORT, OLD WOMAN, LEE, TIERNEY, MAN, JASTROW, VIC, ROOKIE, OLD DRUNK, DURKIN, ISSLER, GIRL, MAN #2 (O.S.), AGENT, DETECTIVE, CHIEF HORRALL, LOEW, BUCK, AN OLDER OFFICER, MAN (O.S), EMMETT SPRAGUE (O.S.), BETTY SHORT, BIDWELL, MARJORIE, THAD GREEN, MAN #3 (O.S.), SALLY, JOHNNY, MILLARD (VO), MAN #4 (O.S.), CHIEF GREEN, MADELEINE, VASQUEZ, ERNIE, BOBBY DEWITT, TOM, RUSS MILLARD, HARRY SEARS (INTO PHONE), HOOKER, REPORTING OFFICER...DWIGHT ""BUCKY"" BLEICHERT, WHITE HOPHEAD, DESK SERGEANT, LEE BLANCHARD, DEWITT, SENNETT REVIVAL, BUCKY (VO), VOGEL, INTERCOM, WOMAN, BAXTER FITCH, MAN (O.S.), MAN #4, FRITZ VOGEL AND BUCKY, #2, ANOTHER LAPD TRIPLE CARBON INCIDENT REPORT, FRITZ VOGEL, RUSS MILLARD (O.S.), RADIO DISPATCHER, CAPTAIN VASQUEZ"
Black Panther.txt,"NAKIA, OKOYE, DRIVER, M'BAKU, T'CHALLA, YOUNG ' CHAKA, W' KABI, T' CHAKA, SHURI, GER, OAKLANDKID #3, BBC ANCHOR, YOUNG T'CHAKA, ZURI, YOUNGBLACK KID, ROSS, FATHER, ERIK KILLMONGER, KLAUE, YOUNG BLACKKID, KILLMON GER, ULYSSES KLAUE, NAKIA, YOUNGT'CHAKA, W KABI, N'JOBU, DORAMILAJE 1, AYO, LIMBANI, RAMONDA, BUCKY, JAMES, BLACK PANTHER, CIA AGENT, GRIOT, YOUNG ' CHAKA, OKOYE, YOUNG CHAKA, KILLMONGER, OKOYE, ZURI, MERCHANT, SHURI, KILLMONGER, OKOYE, JAMES, T'CHAKA"
Black Rain.txt,"OLIVER, ATTORNEY, DEBUTANTE, HOSTESS, ICHIRO, NICK, JOYCE, SUGAI, KOBO, SERGEANT, OHASHI, BUSINESSMAN, CHARLIE, ZACHARA, NAGASHIMA, ABOLOFIA, DEALER, INSPECTOR, CAVELLO, PLAYER ONE, BOYFRIEND, POLICE LIEUTENANT"
Black Snake Moan.txt,"MELVIN, ANGELA, ARTY, RAE & RONNIE, GUARDSMAN, MARK, CONNER, BATSON, JESSE, RONNIE, ELLA MAE, HERSHEL, GENE, TEHRONNE, ARCHIE, HERMAN, OPERATOR, RED, KELL, LAZ, MAN, DEKE, ROSE/RAE, GILL, SANDY, RAE, LAZARUS, BOJO, BRYAN, LINCOLN, R.L., MAYELLA, WAITRESS, CHARLIE, ROSE"
Black Swan.txt,"ERICA, LEROY (O.S.), STAGE MANAGER, COSTUMER, TOM, ERICA (O.S.), DAVID (O.S.), BETH (O.S.), MRS. BRINSON, BETH (CONT'D), VERONICA (O.S.), LEROY (O.S.) (CONT'D), NINA (CONT'D), STAGE MANAGER (O.S.), LILY (O.S.), OLDER NURSE, NEW GIRL, ANDREW (CONT'D), ANDREW, LILY, ERICA (CONT'D), VERONICA, BALLET MISTRESS, LEROY (CONT'D), DAVID, ROTHBART, NINA SAYERS, NINA, COSTUMER (O.S.), LEROY, BALLET MISTRESS (CONT'D), VERONICA (CONT'D), MRS. BRINSON (CONT'D), SUSIE, ERICA NINA, MRS. BRINSON (O.S.), GALINA, PIANO PLAYER, PIANO PLAYER (CONT'D), COSTUMER (CONT'D), DAVID (CONT'D), THOMAS-, ERICA (O.S.) (CONT'D), VOICE (O.S.), LEROY, SOLOIST 1, LILY NINA, STAGE MANAGER (V.O.), WAITER, LILY (CONT'D), NEW GIRL (CONT'D)"
Blackberry.txt,"JUSTIN FABIAN, ETHAN, TAILOR, MARIO LOPEZ AS A.C. SLATER, DARA FRANKEL, JOHN WOODMAN, PRANAY, DOUG, CASEY COWELL, ARTHUR C. CLARKE, CARL YANKOWSKI, DON MCMURTRY, SEC INVESTIGATOR, BUILDING MANAGER, RICK BROCK, PEGGY, JACK MANISHEN, PRANAY, JIM, EVERYONE, MICHAEL, ALLAN, PILOT, OPRAH, DARA FRANKEL, JIM, BANK MANAGER, RICK BROCK, PARKING ATTENDANT 1, DON MCMURTRY, FOX REPORTER, MARK GUIBERT, CHARLES PURDY, STUDENT ENGINEER, PAUL, ALLAN, SHELLEY, MIKE, JOHN WOODMAN, SUTHERLAND-SCHULTZ RECEPTIONIST, RIM EMPLOYEE 1, JIM, BUILDING MANAGER, FOX REPORTER, DAWN, STEVE, GARY, CHARLES PURDY, JOBS, SHELLEY, BELL ASSISTANT, LITTLE GIRL, ARTHUR C. CLARKE, SCOTT, YANKOWSKI, AUSTIN, STEVE JOBS, GARY BETTMAN, RITCHIE, WILLIAM SHATNER AS CAPTAIN KIRK, JIM, BILL GATES, JONNY LEE MILLER IN HACKERS, JOHN WOODMAN, PRIME-CO WOMAN, GARY BETTMAN"
Blade II.txt,"REINHARDT, CHUPA, DAMASKINOS, NURSE, PRIEST, STEVENS, LIGHTHAMMER, ASAD, NOMAK, NYSSA, VERLAINE, SCUD, WHISTLER, BLADE, SEGURA, RUSH"
Blade Runner.txt,"BRYANT, DECKARD, BATTY, GAFF, COP, TAFFEY, MOUSE, DECAKRD, MRS. TYRELL, HOLDEN, RACHEL, BARTENDER, BLADE RUNNER, SEBASTIAN, PRIS, LEON, WHEELER, RUSSIAN, SERGEANT, STYLES, TYRELL, MARY, IAN, ZHORA, PIG, RACHAEL, CHEW, SALOME"
Blade.txt,"CURTIS, DEACON FROST, PEARL, PALLINTINE, MIRACIA, VANESSA, SENIOR RESIDENT, KID, MERCURY, KAM, GIDEON, BLADE, RAQUEL, ASSISTANT, VAMPIRE, KAREN, DENNIS, NURSE #1, QUINN, TANAKA, FROST, DOORMAN, WOMAN, JULIE, REVENANT, CURTIS REVENANT, WHISTLER, DRAGONETTI"
Blade_ Trinity.txt,
Blast from the Past_ The.txt,"WORKMAN #2, GUEST, MANAGER, DAVE, ADAM, MOTHER, CALVIN (OC), HELEN, EVE/TROY, POSTAL WORKER, ATKINSON, SOPHIE, WOMAN, BROKER, HELEN (OC), ADAM (OC), PSYCHO, MAN BUYER, CALVIN, ADAM (CONT'D), JASON, LEVY, CALVIN  (OC), (OC), BOB, HELEN HOLDS ADAM AT THREE MONTHS OLD., JASON/JONATHAN, BETTY, RUTH, EVE (OC), BUTCHER, EVE (CONT'D), STORE OWNER, EVE (VO), WOMAN BUYER, THE END, WORKMAN #1, TROY, REALTOR, CHILD, NAVY PILOT (ON, OTHER BUM, AMERICAN CLERK., BROWN, PILOT, DESK CLERK, MISS SWEET, WEBBERS, OLD JEWISH MAN, ARON, HEATHER, BELLBOY (CONT'D), BYSTANDER #2, PAKISTANI, MOM, TROY (OC), JERRY, RON, ADAM  (OC), HAROLD, TOWER, CLIFF (OC), ADAM/EVE, DR. PEPPER., TOWER (OC), ANGLE - CALVIN, PSYCHO HEROIN ADDICT., CALVIN ENJOYS HIS PIPE IN THE LIVINGROOM, RADIO), ANGLE - EVE, BELLBOY, SODA JERK, CLIFF, BYSTANDER #1, BOSS, CLERK, WOMAN GUEST #2, EVE, JFK, STREET WALKER, WOMAN GUEST #1, HELEN, ADAM, LYING ON A QUILT BY HELEN'S CHAIR, IS ABOUT FOUR"
Blind Side_ The.txt,"THIRD TEACHER (GLENDA), BOB, FRIEND (CONT'D), SANDSTROM, PHOTOGRAPHER, MRS. BOSWELL (CONT`D), BETH (CONT'D), WOMAN'S VOICE (O.S), FIRST LITTLE GIRL, DENISE OHER (O.S.), EMPLOYEE, SECOND TEACHER (APRIL), APRIL, SJ (CONT`D), MRS. BOSWELL (CONT'D), MAN'S VOICE (O.S.), FIRST TEACHER (BOB), STEVEN, NICK SABAN, PATRICK RAMSEY, LEIGH ANNE'S VOICE, GRANGER (CONT'D), GIRL STUDENT, MISS SUE (CONT'D), MILFORD DAD, MICHAEL (CONT'D), STEVEN (CONT'D), JC?, SABAN, GRANGER, DMV EMPLOYEE, MISS SUE, SANDSTROM (CONT'D), TOM LEMMING, FULMER, BIG TONY, SEAN (CONT`D), DENISE OHER, NICK SABAN (CONT'D), ASSISTANT, LEMMING'S WEBSITE:, LEIGH ANNE (CONT'D), DMV EMPLOYEE (CONT'D), MILFORD DAD (CONT'D), ALTON (CONT'D), COTTON, DAVID, ED ORGERON, LOU HOLTZ, SHE, TOMMY TUBERVILLE, BETH, LEIGH ANNE'S VOICE (CONT'D), SEAN (CONT'D), SALESMAN, GLENDA, PHIL FULMER, INVESTIGATOR'S.VOICE (V.O.), DMV.EMPLOYEE, SEAN AND LEIGH ANNE, ALTON, COLLINS, SI, COLLINS (CONT'D), MRS. SMITH, RONALD, MILFORD PLAYER, EXT. HIGHWAY - DAY, REFEREE, CLEMSON COACH, INVESTIGATOR'S VOICE (V.O.), INVESTIGATOR'S VOICE (V.O.), FRANK GIFFORD (V.0.), SEAN', SJ, COUSIN BOBBY, SJ (CONT'D), MICHAEL'S VOICE, ED ORGERON (CONT'D), LEIGH'ANNE, PATRICK RAMSEY (CONT'D), SOUTHERN MISS COACH, MICHAEL ---, SHERRY, FULMER (CONT`D), BIG TONY'S VOICE (0.S), NUTT, LEIGH ANNE (CONT`D), HOUSTON NUTT, LEIGH ANNE, COLLINS, CLEMSON ASSISTANT COACH, MRS. SMITH, COACHES, TONY, SEAN, ELAINE"
Bling Ring_ The.txt,"AUDRINA, NICKI, COP, DRUNK GIRL, ROB, ADAM, MARC (CONT'D), REBECCA (CONT'D), SARAH, WOMAN'S VOICE (O.S.), MALE TMZ REPORTER, SHANNON, MARC (O.S.), CHLOE (O.S.), DRUNK GIRL (O.S.), DETECTIVE (O.S.), JOURNALIST, PARTY GIRL, RICKY (CONT'D), GIRL 1 (REBECCA), NEWSCASTER (O.S.), TV REPORTER (O.S.), KATE (O.S.), REPORTER, POLICE OFFICER, REBECCA (LAUGHS), KID, COP (O.S.), SAM (CONT'D), TMZ REPORTER (O.S.), PARIS, MARC (O.S.) (CONT'D), DETECTIVE, JUDGE (O.S.) (CONT'D), DEBBIE (O.S.), REBECCA'S MOM (IN KOREAN), DOGWALKER, SCHOOL GIRL 2, LAURIE AND GIRLS (IN UNISON), LAURIE (CONT'D), LAURIE (O.S.), RICKY, WASTED BOY, SAM (SARCASTICALLY), STARLET, TV REPORTER, DRUNK GIRL (NICKI), NICKI (CONT'D), CHLOE, LAURIE, DRUNK GIRL (CONT'D), SHANNON (CONT'D), DEBBIE, SARAH (CONT'D), EMILY, BEACH GIRL, KATE, REBECCA, REPORTER (O.S.), GRANDMA, EMILY (CONT'D), CHLOE (CONT'D), REBECCA'S MOM, FEMALE T.V. REPORTER, COP (CONT'D)                              *, JOURNALIST (O.S.), HENRY (SUPPORTIVELY), SAM & EMILY (IN UNISON), REBECCA (O.S.), MR. HALL, HENRY, NICKI (CUTESY), COP                                           *, JUDGE (CONT'D)                                *, INTERVIEWER, ROB'S MOTHER (O.S.), JUDGE (O.S.), SCHOOL GIRL, NICKI (O.S.), TEENAGE GIRL (O.S.), MAN'S VOICE"
Blink Twice.txt,"CAMILLA, ASSHOLE BOSS, SARAH, HEATHER, STAN, FRIDA, CODY, SLATER KING, GARRET, JAMES BROWN, SLATER, VIC, JESS, RICH, MAMA, BEN, INTERVIEWER, JEFF, EMCEE, STACY, TOM, LUCAS, CAROLINE, BLONDE WOMAN"
Blitz.txt,"BOY ONE, SHOP OWNER, CAPTAIN, GERALD, RITA, GEORGE, AIR-RAID WARDEN, GEORGE, RITA, MICKEY, GERALD, BLITZ, STATION INSPECTOR, ARCHIE, TICKET INSPECTOR, THOMAS CLARK, SECURITY GUARD, FEMALE OFFICIAL, STEWARD, SECOND AIR RAID WARDEN, CROWD MEMBER, YOUNG WOMAN, RITA, BERYL, RESCUE WORKER, HARVEY, CLIVE, TICKET INSPECTOR, REGISTRAR, CLIVE, FRED, ALBERT, NURSE, WARDEN ONE, ARCHIE, PRESENTER, SERVICEMAN, BBC NEWSREADER, RUBY, FEMALE GUNNER, WARDEN, JACK, ARTHUR, INJURED GUNNER, STEWARD, IFE, ELDERLY ATHLETIC MAN, DAVIES, RAG-AND-BONE MAN, BOY TWO, FEMALE OFFICIAL, BUS CONDUCTOR, CONDUCTOR, GUARD ONE, SERVICEMAN TWO, CAMPBELL, AIR RAID WARDEN TWO, MAN, ALBERT, SOUS CHEFS, MARCUS, WARDEN, JESS, SERVICEMAN ONE, CAPTAIN, CROWD, TILDA, RUBY, SNAKEHIPS, POLICEMAN, THOMAS CLARK, LAVENDER MERCHANT, YOUNG WOMAN, ARCHIE, AIR RAID WARDEN, TOMMY, DORIS, WHITE MAN, WHITE WOMAN, MICKEY, JEWISH MAN, JESS, TILDA, BUS CONDUCTOR, WORKER, WOMAN, AIR RAID WARDEN ONE, SIKH MAN, COLLEAGUE, JACK, AIR RAID WARDEN 2, AGNES, MAN ONE, SHOP OWNER, GEORGE, MAN IN CROWD, POLICEMAN ONE, MAN TWO, TOMMY, NEWS VENDOR, RADIO PRODUCER, ARTHUR, BETTY, SNAKEHIPS, GODFREY, MALE OFFICIAL, POLICEMAN TWO, AIR RAID WARDEN TWO, WOMAN IN THE CROWD, RED-HEADED GIRL, BERYL, WOMAN IN CROWD, GUARD ONE, WARDEN TWO, DORIS, IFE, GUARDS, FEMALE GUNNER, WOMAN TWO, WOMAN, IAN, AGNES"
Blood Simple.txt,"MEURICE, ABBY, RAY, MARTY, VISSER, RHODES, KYLE, DEBRA, JULIAN MARTY, LANDLADY, MR. GARCIA, EXHORTER, EVANGELIST, TEENAGER, MAN, WOMAN"
Blood and Wine.txt,"SUZANNE AND THE OWNER, DAVE, YOUNG MAN, AGENT, HENRY --, JASON AND GABRIELLA, GOLF, GABRIETM, DINA (V.0.), AALEX, JEWELER -, CASH --, ALEX -, CHEF, JASON, JEWELER, GUARD, ALEX (V.0.), VICTOR (O.S.), VICTOR AND HENRY, VICTOR (V.0.), VICTOR ., ALEX (O.S.), HENRY (O.S.), MOM --, GABRIELLA AND DINA, OWNER, DINA, ROBERT (O.S.), GABRIELLA (0.S.), SUZANNE (CONT'D), DINA (V.O.), ROBERT, JASON (O.S.), SUZANNE, WAITRESS, GUY-, FRANK, VICTOR, SUZANNE', ALEX (V.O.), ALEX (V..0. ), HENRY, MIKE, REPO MAN, DOCTOR, GABRIELLA (V.0.), ALEX, JASON (V..O.-)`, GABRIET•T.A, - JA-SONII, THE CUSTOMER, JASON (V.0.), SUZANNE (O .S=.. ), JASON (CONT'D), SUZANNE-, MALE VOICE (O.S.), ALEX ."
Blow.txt,"EMILIO OCHOA, DIEGO (O.S.), DETECTIVE #2, CESAR, ARCHIE ZIGMOND., RAMON OCHOA, STEVENS, FBI GUY #2, LEON (CONT'D), TUNA (CONT'D), FAMILY MEMBER #1, DIEGO (CONT'D), FAMILY MEMBER #2, MEXICAN BOY, ZIGMOND, CLOSE ON FRED, TROUT, GONZALES, 21., JUDGE, GEORGE, BOTH, CESAR (CONT'D), G.G., BANK EMPLOYEE, KRISTINA, BEN, GUARD, DEREK, STEVENS (CONT'D), INMATE #2, GARCIA, INEZ, WOMAN #2, WOMAN #1, BARBARA, ADMISSIONS OFFICER, RADA, FBI GUY #1, ERMINE, GIRLS, JUDGE (CONT'D), WAITER, BANK PRESIDENT, DETECTIVE #1, LARGE COLOMBIAN MAN, INMATE #3, MARIA, TUNA, BENNY, SANTIAGO, MIRTHA, KEVIN, BARTENDER, GUS, DIEGO DELGADO, BLANCA (CONT'D), CALIBANOS, RAFAEL OJEDA, DEREK (CONT'D), CLOSER, PROSECUTOR (CONT'D), FRED (CONT'D), JUAN CARLOS ""THE GUAPO"", WOMAN #3, CUSTOMS AGENT, LEON, ESCOBAR, REGISTRATION WOMAN, BLANCA, ERMINE (CONT'D), AUGUSTO (CONT'D), FAMILY MEMBER #3, PARTY GUEST, PROSECUTOR, TONY, INMATE #1, DR. BAY, CLERK, FRED, ADMISSIONS OFFICER (CONT'D), SERIES OF SHOTS, AUGUSTO, ALESSANDRO (CONT'D), THREE SONS., GEORGE (CONT'D), CUSTOMS AGENT (CONT'D), ESCOBAR (CONT'D), MIRTHA (CONT'D), GEORGE (V.O.) (CONT'D), NURSE, AMIGOS, ALESSANDRO, ERMINE (O.S.), CALIBANOS (CONT'D)"
Blue Valentine.txt,"CURTIS, CONCIERGE, BOBBY (BREATHLESS), BOBBY (O.S.), BILLY (O.S.), FEINBERG, SANED, CURTIS (V.O.), MARIA, PROFESSOR (CONCLUDING), DEAN (TURNS), JERRY (CONT'D), JUSTICE, CONCIERGE (CONT'D), CINDY (CONT'D), JO, CURTIS (V.O. CONT), CURTIS (O.S.), DR. FEINBERG, GRAMMA FRANCIS, CINDY (O.S.), TROY (O.S.), CHECKER (CONT'D), SANED (TO DEAN), AMANDA, MIMI, CURTIS(V.O.), SANED (CONT'D), DOCTOR (CONT'D), GRAMMA, FRANKIE (CONT'D), DEAN (SHOUTS), CHECKER, DEAN, CINDY (WHISPERS), JERRY, DEAN (CONT'D), DEAN (LOOKS DOWN AT HIS MONEY), DEAN (SLURS), GLENDA, CURTIS (V.O. CONT'D), DEAN (V.O.), PROFESSOR (O.S.), DEAN (WAKING), FRANKIE, CHARLEY, DOCTOR, ANSWERING MACHINE VOICE, BOBBY (V.O.), DEAN (WHISPERS), CINDY (REALIZING), BOBBY, SANED (O.S.), BOBBY (CONT'D), JERRY (O.S.), CURTIS (CONT'D)"
Blue Velvet.txt,"WILLARD, MR. BEAUMONT, MRS. BEAUMONT, TOM!!!, CORONER'S OFFICER, RADIO VOICE #1, OLD LADY, F.B.I. MAN, WAITER, T.R. GORDON, JEFFREY (V.O.), CLOSEUP - MR. BEAUMONT, JIMMY, GREGG'S MOTHER, DONNY, BEN, ED, DETECTIVES, YELLOW MAN, RAYMOND, OUT, RAYMOND!!, J.R. WILLIAMS, SANDY, LOUISE, GUY #1, GUY #2, PAUL, MRS. WILLIAMS, MIKE, SANDY (V.O.), DONNY (V.O.), COLLEGE BOY, RADIO VOICE #3, SLEZY MAITRE D', MAITRE D', M.C., POLICE OFFICER, NURSE CINDY, RADIO VOICE #2, POLICEMAN #1, AUNT BARBARA, DETECTIVE WILLIAMS, DR. GYNDE, WIDER - MR. BEAUMONT, T.R. GORDON-YELLOW MAN, DOROTHY, CLOSEUP - MRS. BEAUMONT, JIMMY (V.O.), DOROTHY (V.O.), FRANK, SLEAZY MAITRE D', POLICEMAN #2, JEFFREY, GREGG'S MOTHER (V.O.), FRANK (V.O.), DETECTIVE WILLIAMS (V.O.)"
Blues Brothers_ The.txt,
Bodies_ Rest _ Motion.txt,"MAJOR JENKINS, ELIZABETH, MAN, YOUNG MAN, WAITRESS, CHIP, NICK, MAN'S VOICE, BETH, SID, CAROL, MRS. DOTSON, RORY, NAVAJO TEEN, MR. AUGUST, NEWSMAN'S VOICE, JENKINS, WOMAN"
Body Heat.txt,"ANGELA, SAM, HEATHER, SECRETARY, GRACE, WALKER, RAGGED BUM, MRS. SINGER, MATTY, MARY ANN, HEATHER, RACINE (O.S.), LOWENSTEIN, JUDGE COSTANZA (CONT'D), TEDDY, GLENN, A VOICE, MATTY (O.S.), HARDIN (CONT'D), RACINE, STELLA, LOWENSTEIN (CONT'D), MARY ANN TYLER, STOCKY TRUCKER, TEDDY (CONT'D), JUDGE COSTANZA, ANGELA (O.S.), ROZ, HARDIN, BEVERLY, COMPANION (O.S.), STELLA (O.S.), ANGELA (CONT'D), RACINE (CONT'D), MATTY (CONT'D), GLENDA, OSCAR"
Body of Evidence.txt,"SHARON, DR. PALEY, MAN, REESE, MCCURDY, MICHAEL, CARDENAS, JUDGE BURNHAM, MISS SELLERS, DR. WONG, REBECCA, BIGGS, COURT CLERK, KOEHLER, JOANNE, JURY FOREMAN, ROSTON, REBECCA (VO), JOSEPH KOEHLER., REBECCA (OS), DR. TRAMMEL, TROXELL, SATTLER, ESTER, MICHAEL (OS), DULANEY"
Bodyguard.txt,"NICKI, SPECTOR, WOMAN IN GREEN, MICHAEL, KAY, JOURNALIST, CLEANING WOMAN, FARMER, REARDON, TV DIRECTOR, HERB, REVEREND HARDY, CLIVE, KLINGMAN, RACHEL, MINELLA, STAR #1, WOMAN, PORTMAN, OWNER, DRESS DESIGNER, MARK, OLD LOCKSMITH, WINSTON, TECHNICIAN, FRANK, NANCY GARBOR, SCHILLER, DEVANEY, FLETCHER, SKIP, ASSISTANT, THURINGER, TONY, REARDON, RADIO D.J., EMMA, HENRY, PATRICIA"
Bones.txt,"LUPOVICH, STANK, CINNABAR, PEARL, CLA, JEREMIAH, COP, JASON, PATRICK, MAURICE, INVESTIGATOR, STANK, GUARD, BONES, TIA, BILL, OLD WOMAN, WINO, MAURICE, MACK, SHOTGUN, OLDER COP, CINNABAR, MAURICE, TIA, PATRICK, MACK, ECHO, JEREMIAH, CLUBBER, LUPOVICH, TV ANCHOR, PALMER, FAT OLDER COP, PATRICK, SAL, YOUNGER COP, PEARL, COKE WHORE, OLD MAN, SHOTGUN, WEAZE, PEARL, BILL AND TIA, WHEELCHAIR MAN, NANCY, BILL, SHOTGUN"
Bonfire of the Vanities.txt,"CAROLINE (CONT'D), MOORE, ANCHORWOMAN (V.O.), MRS. BAVARDAGE, PETER FALLOW (V.O.), ANOTHER WOMAN, JENNIFER                                *, YOUNG MAN, GENE (V.O.), TAPED VOICE (V.O.), FOX                                          *, CORSARO                                      *, JUDGE WHITE (CONT'D), HONOR STUDENT IN COMA, CAMPBELL                                      *, AIDE, KRAMER (O.S.), WOMAN (V.O.), MAITRE D', ARTHUR (CONT'D), PETER (CONT'D), CROWD, BUCK, RIFKIN, BOBBY SHALFET                               *, MRS. LAMB, MARIA (O.S.), JUDY                                           *, PETER                                     *, CAROLINE, FOX, FEMALE AIDE, RAY                                       *, YOUNG    MAN, LOCKWOOD, FALLOW, CAMPBELL, ANDRIUTTI, LOCKWOOD (DEFENDANT), BUCK (HECKLER), SOMEONE, JUDY (O.S.), WEISS (CONT'D), VOICE FROM BOOTH (O.S.), RAY, WORKMAN, PETER (V.O.), WORKMAN (CONT'D), EVELYN, MALE AIDE, WEISS, AUBREY BUFFING, YOUNG MAN (O.S.), CORSARO (V.O.), ANNIE, DOORMAN, REVA, NUNNALLY VOYD, SHERMAN, MARTIN, KRAMER, LEACH, ALBERT                                  *, GOLDBERG, AUBREY, ARTHUR, JUDY, MRS. BAVARDAGE (CONT'D), VOICE (O.S.), BACON, CORSARO                               *, FOX                                      *, ALBERT, VOICE, MAN, DIRECTOR, KILLIAN, HAYDEN, VOICE #2 (O.S.), CORSARO                              *, ASSISTANT, THIRD MAN, JUDGE, DIRECTOR (O.S.), DOCTOR, CLERK, SALLY, AUBREY BUFFING (O.S.), BOBBY, ASSISTANT (O.S.), MAN WITH PONYTAIL, ASSISTANT, JUDGE WHITE, RAWLIE, PETER"
Bonnie and Clyde.txt,"PHOTOGRAPHER, BILLY, BANK GUARD, BLANCHE, VOICE, CLYDE, FARMER, VELMA, PETE, BOY, BONNIE, BRYCE., MAN, C.W., MALCOLM, YOUNG MAN, BUCK, SECOND POLICEMAN, FIRST POLICEMAN, DEPUTY, EUGENE, TELLER, SISTER, HAMER, MOTHER, WOMAN TELLER, WOMAN"
